id,name,water_usage_ton,water_boundary,intensity_water,intensity_water_unit,water_ISO
8926,台汽電,811448.00 ,台灣汽電共生股份有限公司 官田汽電共生廠,N/A,N/A,N
8940,新天地,47413.00 ,僅母公司,0.0485 ,千元營業額,N
8996,高力,26970.00 ,母公司,10.0500 ,百萬元營業額,N
9802,鈺齊-KY,749365.00 ,合併財務報表之母子公司,N/A,N/A,N
9902,台火,0.45 ,包含合併財務報表之母子公司,N/A,N/A,N
9904,寶成,9969200.00 ,本公司製鞋廠區,0.0433 ,產品,N
9905,大華,89415.00 ,僅台灣母公司,36.7395 ,百萬元營業額,N
9906,欣巴巴,N/A,N/A,N/A,N/A,N
9907,統一實,1131625.00 ,台灣總公司,1.3400 ,產品,N
9908,大台北,14406.00 ,母公司自有大樓及辦公場所,0.4340 ,營業額每10萬元,N
9910,豐泰,1087100.00 ,包含合併財務報表之母子公司,11.3350 ,百萬元營業額,N
9911,櫻花,13.43 ,僅母公司,12.6500 ,用水度數 /人數,N
9912,偉聯,N/A,N/A,N/A,N/A,N
9914,美利達,120728.00 ,僅母公司,3.7750 ,百萬元營業額,N
9917,中保科,49166.00 ,母公司,6.7468 ,百萬元營業額,N
9918,欣天然,2052.00 ,欣欣大樓,1.0545 ,百萬元營業額,N
9919,康那香,192404.00 ,僅母公司,12.1500 ,產量(噸),N
9921,巨大,2844990.00 ,巨大集團大中華區所有自行車生產據點總取水量,0.4800 ,單台,N
9924,福興,52262.00 ,僅母公司,0.0019 ,產品,N
9925,新保,8027.00 ,母公司,N/A,N/A,N
9926,新海,6122.00 ,僅母公司,2.7400 ,百萬元營業額,N
9927,泰銘,29132.00 ,全廠,4.3268 ,千元,N
9928,中視,N/A,N/A,N/A,N/A,N
9929,秋雨,N/A,N/A,N/A,N/A,N
9930,中聯資源,213410.00 ,中聯資源公司,20.7800 ,百萬元營業額,N
9931,欣高,N/A,N/A,N/A,N/A,N
9933,中鼎,183698.00 ,母公司(含總部大樓與全球工地),5.7900 ,百萬元營業額,AA1000
9934,成霖,3898.00 ,母公司,N/A,N/A,N
9935,慶豐富,19146.00 ,僅母公司,0.0037 ,千元營業額,N
9937,全國,440200.00 ,涵蓋本公司所有營運據點及出租加油站予本公司之100%子公司埔祥開發(股)公司及上員(股)公司。,0.1277 ,公噸/台(洗車台數),N
9938,百和,30930.00 ,僅母公司,6.3600 ,產品,N
9939,宏全,1662.14 ,僅母公司,N/A,N/A,N
9940,信義,74963.90 ,信義房屋股份有限公司,14.6600 ,員工人數,ISO46001 (預計2023Q3完成查證)
9941,裕融,8185.00 ,母公司+子公司新鑫、裕富數位,5.1900 ,員工人數,N
9942,茂順,N/A,N/A,N/A,N/A,N
9943,好樂迪,312902.00 ,全省門市,131.6283 ,用水密集度(312902)/其他-營收百萬元(2377),N
9944,新麗,17100.00 ,母公司,8.2100 ,產品,N
9945,潤泰新,694236.00 ,冬山廠（子公司）冷卻用水,N/A,N/A,N
9946,三發地產,4179.00 ,三發地產及京富祥營造,0.0018 ,千元單位營業額,N
9955,佳龍,9262.00 ,包含合併財務報表之母子公司,N/A,N/A,N
9958,世紀鋼,12034.00 ,桃園市觀音區中山路一段1119號,N/A,N/A,N
